Year;TradeFlowName;PartnerName;PartnerISO3;Partner Region;Partner Income Group;ProductCode;TradeValue in 1000 USD
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;59;39775.903
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;60;20317.927
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;61;95087.721
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;62;73444.714
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;63;11367.389
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;64;89352.952
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;65;2982.366
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;66;78.165
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;67;68.355
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;68;9310.204
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;69;14318.586
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;70;10165.196
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;71;14748.728
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;72;52775.377
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;73;46010.073
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;74;12536.498
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;75;69.246
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;76;20375.08
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;78;194.676
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;79;1644.585
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;80;108.915
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;81;109.13
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;82;4664.311
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;83;63614.274
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;84;147539.635
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;85;151223.517
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;86;149.659
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;87;52102.769
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;88;170.162
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;89;4087.616
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;90;18330.999
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;91;416.449
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;92;87.925
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;93;492.887
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;94;22978.263
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;95;5306.059
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;96;5555.953
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;97;16.558
2021;Export;Albania;ALB;Europe & Central Asia;Upper middle income;99;270.321
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;3;3620.644
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;4;245.4
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;6;3770.938
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;7;161.179
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;8;536.116
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;9;2003.452
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;10;5542.6
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;11;37.737
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;12;3069.839
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;13;268.293
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;15;62811.509
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;17;4731.75
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;18;7739.459
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;19;4114.174
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;20;4657.332
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;21;7932.797
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;22;167.364
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;23;14239.039
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;24;1120.603
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;25;9904.847
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;26;32.062
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;27;152955.647
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;28;7002.334
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;29;15886.12
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;30;31103.876
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;31;7903.67
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;32;23441.121
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;33;6981.993
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;34;15815.113
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;35;3521.744
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;36;25.639
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;37;285.659
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;38;39452.134
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;39;147892.965
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;40;22428.551
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;41;128.823
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;42;301.671
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;43;9.066
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;44;12603.462
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;45;21.732
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;47;220.155
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;48;46190.563
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;49;144.814
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;50;20.382
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;52;1196.325
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;54;1094.757
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;55;410.994
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;56;35869.368
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;57;100.282
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;58;771.829
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;59;2020.616
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;60;211.185
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;61;3771.333
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;62;2726.112
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;63;891.832
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;64;7937.966
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;65;1446.29
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;68;13428.211
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;69;3878.67
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;70;5306.957
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;71;31097.952
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;72;40617.673
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;73;84599.858
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;74;33983.363
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;75;234.631
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;76;55886.464
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;78;94.561
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;79;625.756
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;80;187.62
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;81;75.305
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;82;6088.323
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;83;12858.03
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;84;735869.778
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;85;145498.37
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;86;121.57
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;87;81455.692
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;88;3204.254
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;89;180.105
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;90;40097.844
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;91;188.871
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;92;30.625
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;93;360.641
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;94;16404.75
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;95;6013.191
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;96;1700.381
2021;Export;Algeria;DZA;Middle East & North Africa;Upper middle income;99;27.28
2021;Export;Andorra;AND;Others;Others;4;7.107
2021;Export;Andorra;AND;Others;Others;7;3.53
2021;Export;Andorra;AND;Others;Others;9;34.038
2021;Export;Andorra;AND;Others;Others;11;15.014
2021;Export;Andorra;AND;Others;Others;19;49.308
2021;Export;Andorra;AND;Others;Others;20;6.988
2021;Export;Andorra;AND;Others;Others;21;27.903
2021;Export;Andorra;AND;Others;Others;22;1499.253
2021;Export;Andorra;AND;Others;Others;24;2931.681
2021;Export;Andorra;AND;Others;Others;30;8.027
2021;Export;Andorra;AND;Others;Others;32;4.985
2021;Export;Andorra;AND;Others;Others;33;451.995
2021;Export;Andorra;AND;Others;Others;34;13.567
2021;Export;Andorra;AND;Others;Others;36;1.637
2021;Export;Andorra;AND;Others;Others;38;5.201
2021;Export;Andorra;AND;Others;Others;39;1056.069
2021;Export;Andorra;AND;Others;Others;42;1641.129
2021;Export;Andorra;AND;Others;Others;43;19.224
2021;Export;Andorra;AND;Others;Others;44;104.875
2021;Export;Andorra;AND;Others;Others;46;1.309
2021;Export;Andorra;AND;Others;Others;48;96.549
2021;Export;Andorra;AND;Others;Others;49;6.25
2021;Export;Andorra;AND;Others;Others;51;3.933
2021;Export;Andorra;AND;Others;Others;53;7.87
2021;Export;Andorra;AND;Others;Others;54;4.101
2021;Export;Andorra;AND;Others;Others;56;7.046
2021;Export;Andorra;AND;Others;Others;57;22.528
2021;Export;Andorra;AND;Others;Others;58;4.212
2021;Export;Andorra;AND;Others;Others;59;29.729
2021;Export;Andorra;AND;Others;Others;60;2.302
2021;Export;Andorra;AND;Others;Others;61;3114.812
2021;Export;Andorra;AND;Others;Others;62;5048.717
2021;Export;Andorra;AND;Others;Others;63;120.431
2021;Export;Andorra;AND;Others;Others;64;2566.757
2021;Export;Andorra;AND;Others;Others;65;634.952
2021;Export;Andorra;AND;Others;Others;66;1.717
2021;Export;Andorra;AND;Others;Others;69;56.943
2021;Export;Andorra;AND;Others;Others;70;43.467
2021;Export;Andorra;AND;Others;Others;71;1388.622
2021;Export;Andorra;AND;Others;Others;73;114.915
2021;Export;Andorra;AND;Others;Others;74;6.321
2021;Export;Andorra;AND;Others;Others;76;50.53
2021;Export;Andorra;AND;Others;Others;82;22.065
2021;Export;Andorra;AND;Others;Others;83;24.665
2021;Export;Andorra;AND;Others;Others;84;1283.471
2021;Export;Andorra;AND;Others;Others;85;299.893
2021;Export;Andorra;AND;Others;Others;87;5444.209
2021;Export;Andorra;AND;Others;Others;90;176.451
2021;Export;Andorra;AND;Others;Others;91;16.345
2021;Export;Andorra;AND;Others;Others;92;10.001
2021;Export;Andorra;AND;Others;Others;93;13.531
2021;Export;Andorra;AND;Others;Others;94;1754.285
2021;Export;Andorra;AND;Others;Others;95;378.464
2021;Export;Andorra;AND;Others;Others;96;9.761
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;2;14369.37
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;4;32.134
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;9;30.079
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;11;13.572
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;12;467.654
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;15;427.407
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;16;7430.547
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;18;124.792
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;19;1280.477
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;20;5342.595
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;21;326.836
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;22;1699.633
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;23;94.119
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;25;118.746
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;27;709.099
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;28;505.49
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;29;402.481
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;30;5.264
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;32;585.449
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;33;406.145
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;34;215.054
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;35;40.496
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;36;5.4
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;38;1898.204
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;39;4874.122
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;40;219.906
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;42;375.511
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;44;68.958
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;45;2.131
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;48;7899.596
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;49;58.237
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;51;1.398
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;54;97.795
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;55;9.324
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;56;360.057
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;57;52.617
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;58;6.701
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;59;326.003
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;61;113.829
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;62;525.843
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;63;1539.462
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;64;389.784
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;65;11.346
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;66;1.616
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;67;6.608
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;68;464.13
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;69;343.027
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;70;72.656
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;71;1.191
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;72;6775.279
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;73;54248.37
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;74;72.795
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;75;12.862
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;76;187.725
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;78;1019.838
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;79;3.939
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;82;978.377
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;83;1311.102
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;84;145620.176
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;85;15148.058
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;86;26.359
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;87;1168.501
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;88;58.876
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;89;66.258
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;90;6249.58
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;92;12.241
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;94;5230.855
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;95;539.964
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;96;127.327
2021;Export;Angola;AGO;Sub-Saharan Africa;Lower middle income;99;146.674
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;2;1072.169
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;4;225.514
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;5;857.742
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;6;132.24
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;7;118.713
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;8;4145.976
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;9;3529.945
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;10;123.246
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;11;48.169
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;12;3801.099
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;13;4320.249
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;15;172.282
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;16;323.019
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;17;61.495
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;18;5332.24
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;19;3607.519
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;20;2446.724
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;21;5304.642
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;22;2072.697
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;23;479.934
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;24;21.96
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;25;1234.672
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;27;30422.033
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;28;12772.288
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;29;39962.024
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;30;59884.651
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;31;2548.587
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;32;12046.486
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;33;13171.941
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;34;6010.353
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;35;2793.09
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;37;91.101
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;38;30157.675
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;39;46038.823
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;40;21963.096
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;41;316.072
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;42;749.679
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;43;9.997
2021;Export;Argentina;ARG;Latin America & Caribbean;Upper middle income;44;1526.383
